Customer_ID,Full_Name,Contact_Email,Phone_Number,Signup_Date,Country,Subscription_Tier,Total_Spend_USD,Account_Status
CUST-1699,Grant Black Dds,crystal44@example.net,635853935435864,2025-01-26,Comoros,Enterprise,2830.17,Inactive
CUST-1276,Larry Lane,jenniferadams@example.net,0019503097519,2022-06-07,Saint Martin,Basic,4119.47,Inactive
CUST-1483,Christina Davis,xsmith@example.net,9097819602,2022-08-27,Palau,Basic,752.28,Pending
CUST-1647,David Rice,douglasbrandt@example.org,7162880925,2022-06-10,Bosnia and Herzegovina,Pro,3827.27,Pending
CUST-1141,Scott Jackson,jonathangarcia@example.net,1213880003075622,2022-11-05,Egypt,Basic,167.14,Active
CUST-1128,Debra Daniels,amber07@example.net,3619340745,2026-01-18,British Indian Ocean Territory (Chagos Archipelago),Basic,257.05,Inactive
CUST-1212,Regina Mitchell,bowerswilliam@example.net,6928053021,2023-06-28,Indonesia,Pro,949.56,Inactive
CUST-1119,Brian Elliott,erinpierce@example.net,8378416724342,2022-02-03,Netherlands Antilles,Pro,2551.77,Inactive
CUST-1350,Clarence Long,butlerjanet@example.com,0013776945232,2026-01-30,Botswana,Basic,2536.34,Pending
CUST-1818,Anthony Hernandez,darrellmoore@example.net,0018763720191116,2022-05-15,Cocos (Keeling) Islands,Enterprise,2936.58,Active
CUST-1237,Neil Schmidt,jamessandoval@example.net,182878619576122,2025-01-04,Martinique,Enterprise,4463.3,Inactive
CUST-1353,Tracey Ruiz,mrichards@example.com,0016602501667,2024-02-28,Libyan Arab Jamahiriya,Basic,3626.1,Inactive
CUST-1001,Connie Lawrence,blakeerik@example.com,942335116155940,2026-08-03,Honduras,Pro,1262.21,Active
CUST-1148,Kristi Pierce,murraylinda@example.org,6003323651,2021-10-30,Bahrain,Pro,3656.3,Inactive
CUST-1334,David Ramirez,michaelbaldwin@example.com,7903034864,2024-05-25,Dominica,Basic,1948.75,Pending
CUST-1768,Thomas Clark,james84@example.net,216532111978718,2022-12-05,Bermuda,Pro,729.5,Pending
CUST-1973,Laura Gonzalez,No Email Provided,537588033183611,2025-11-07,Mali,Pro,1637.29,Pending
CUST-1173,William Edwards,smithjoshua@example.org,0018279129666,2023-08-22,Argentina,Basic,170.91,Active
CUST-1158,John Shields,franciscojones@example.org,70594115262181,2025-03-31,Jersey,Enterprise,1580.96,Inactive
CUST-1132,Ronald Morgan,ashleewashington@example.com,1600417012770632,2026-02-04,Turkey,Enterprise,3759.91,Active
CUST-1844,Lydia Payne,clinesteven@example.net,5147174681,2024-11-01,Uruguay,Enterprise,216.2,Pending
CUST-1817,Monica Matthews,elizabeth14@example.org,94833093096713,2024-10-07,Brazil,Pro,625.39,Active
CUST-1022,Patricia Gibson,jennifercruz@example.com,2205163287,2026-04-24,British Virgin Islands,Basic,3367.37,Pending
CUST-1544,Morgan Campbell,cynthiadavis@example.net,00183056178932064,2024-11-29,Liberia,Pro,3883.6,Pending
CUST-1619,Julie Taylor,aaron48@example.net,43989106227236,2023-09-05,Congo,Basic,4434.66,Inactive
CUST-1985,Michele Sims,theresa61@example.com,174773156639792,2025-09-03,Brazil,Enterprise,2521.55,Pending
CUST-1441,Sierra Mills,gregoryrichardson@example.org,650967625153814,2023-11-03,Croatia,Basic,2407.42,Inactive
CUST-1430,Danielle Wilson,sburns@example.net,3613764750,2022-02-18,Liechtenstein,Basic,3945.54,Active
CUST-1095,Ryan Peck,osbornrandy@example.com,6409049915,2026-09-02,Mayotte,Basic,2941.68,Pending
CUST-1384,Crystal Greene,chavezsteven@example.com,12913507859311,2024-09-08,Tajikistan,Enterprise,3902.64,Active
CUST-1341,Kyle Jones,williamssarah@example.com,4992004896465,2024-08-16,Eritrea,Basic,2260.41,Inactive
CUST-1530,David Delgado,martinezashley@example.com,5278707070578,2022-01-06,Wallis and Futuna,Enterprise,417.24,Inactive
CUST-1253,Danielle Medina,grantzachary@example.net,8346764472,2024-10-15,Austria,Enterprise,2406.66,Pending
CUST-1060,Lawrence Perry,kariwilson@example.com,2492784036,2022-09-29,Yemen,Basic,1362.03,Pending
CUST-1714,Sean Gibbs,deborahturner@example.org,7035747677,2024-01-15,Israel,Pro,712.98,Inactive
CUST-1706,Lucas James,jamie76@example.net,850478967935219,2025-08-30,Cote d'Ivoire,Pro,4980.05,Inactive
CUST-1673,Ronnie Brooks,fullerdebbie@example.com,2594045990,2024-03-16,Vanuatu,Enterprise,1755.35,Pending
CUST-1789,Christopher Davis,lshannon@example.net,7139486298,2025-08-24,Poland,Pro,3259.01,Pending
CUST-1517,Christopher Rodriguez,ogray@example.net,14338477433,2025-10-16,Sudan,Basic,2676.49,Active
CUST-1385,Kenneth Walsh,michael79@example.com,7326002496,2024-08-22,Mauritius,Enterprise,3738.6,Inactive
CUST-1559,Erica Huang,taylorlindsay@example.com,1775348138666754,2026-02-20,Tajikistan,Pro,140.24,Inactive
CUST-1555,Jennifer Phillips,uforbes@example.net,7856959224839,2024-01-31,Cote d'Ivoire,Pro,4075.26,Pending
CUST-1471,John Scott,isantos@example.org,0019707546692,2024-04-14,Nigeria,Pro,1790.65,Pending
CUST-1313,Taylor Palmer,kathygeorge@example.org,17554445189,2021-10-14,Maldives,Pro,1639.24,Active
CUST-1227,Christopher Mclaughlin,oclayton@example.com,8635894484,2025-12-28,Cocos (Keeling) Islands,Pro,2900.19,Inactive
CUST-1435,Angela Scott,ksantos@example.com,4148628314359,2025-10-31,Germany,Basic,2724.07,Active
CUST-1641,Katie Maldonado,lozanocorey@example.org,2518373990,2022-10-02,Portugal,Basic,4250.91,Pending
CUST-1921,Benjamin Harris,karenjordan@example.net,87899760987312,2026-03-10,Djibouti,Pro,2785.87,Active
CUST-1123,Crystal Sullivan,jacobsandoval@example.com,5936796603,2025-06-26,Sudan,Basic,3719.09,Pending
CUST-1962,Mr. Michael Jefferson Iv,charles83@example.net,341867347853698,2023-03-10,Myanmar,Pro,889.03,Inactive
CUST-1056,Michael Farrell,russellbeasley@example.com,376361565452711,2023-11-19,Samoa,Enterprise,4737.4,Active
CUST-1774,Ryan Mcmillan,nancybrown@example.org,3664910627153,2025-07-24,Equatorial Guinea,Basic,4824.37,Active
CUST-1653,Sean Anderson,wstewart@example.net,501611000515532,2025-12-04,Guyana,Enterprise,2259.05,Pending
CUST-1159,Carmen Preston,brianrivera@example.org,288744431069872,2021-09-27,Benin,Pro,2041.88,Inactive
CUST-1306,Jonathan Thomas,jreilly@example.org,00198825474929751,2022-02-06,Micronesia,Enterprise,4188.0,Pending
CUST-1658,Morgan Smith,egonzalez@example.com,50496558665254,2023-02-17,Belize,Pro,3355.81,Pending
CUST-1197,Daniel Figueroa,jason82@example.org,9393431290,2023-03-06,Bangladesh,Pro,1687.86,Inactive
CUST-1602,Andrea Hartman,susan57@example.net,6256737553,2024-09-27,Venezuela,Basic,3093.31,Active
CUST-1534,Kayla Norman,shelby69@example.org,1226911398986818,2025-01-07,Mali,Pro,2922.63,Pending
CUST-1825,Brian Copeland,steven01@example.org,15013810306,2023-12-20,Falkland Islands (Malvinas),Basic,274.18,Inactive
CUST-1061,Chad Scott,david76@example.org,2688388516,2021-10-25,Uruguay,Pro,4823.6,Pending
CUST-1830,John Mcdonald,benjamin49@example.org,13817949053,2025-08-24,Armenia,Enterprise,4820.72,Inactive
CUST-1601,Jessica Mitchell,No Email Provided,662629493817359,2025-03-03,Burundi,Enterprise,760.71,Inactive
CUST-1854,Paul Williams,terri25@example.com,824621838545400,2023-04-02,Heard Island and McDonald Islands,Pro,351.74,Pending
CUST-1388,Erin Singh,richardmckenzie@example.org,7012508124739,2026-07-08,Congo,Pro,3404.93,Pending
CUST-1157,Meagan Daniel,sean43@example.org,0019158410067626,2023-06-24,Honduras,Basic,3612.78,Inactive
CUST-1981,Laura Lynch,fflowers@example.com,490809921779055,2026-05-07,Myanmar,Basic,3424.48,Pending
CUST-1139,Melanie Jones,No Email Provided,4163179904,2021-10-14,Burundi,Pro,1151.05,Inactive
CUST-1201,Donna Marshall,sanderswayne@example.net,4929827229,2026-06-02,Armenia,Pro,2411.05,Inactive
CUST-1659,Tamara Miller,michelle10@example.org,001713312512931100,2022-07-03,Niue,Basic,2772.49,Inactive
CUST-1804,Rebecca Cole,kramirez@example.org,45845485965594,2023-03-31,Nicaragua,Pro,3466.94,Pending
CUST-1737,William Peck,No Email Provided,9219988192,2024-06-28,Micronesia,Pro,1364.38,Pending
CUST-1738,Gina Weber,hartmandanielle@example.org,78684010424624,2026-08-18,Marshall Islands,Enterprise,2909.29,Pending
CUST-1552,David Wood,daymartin@example.net,4188237931,2024-10-21,Lebanon,Enterprise,3327.57,Active
CUST-1884,Sherry Patterson,caleb84@example.net,17134599285535,2021-12-13,Iceland,Pro,3820.06,Inactive
CUST-1162,Michelle Shaw,davidtodd@example.org,4336206163,2023-04-28,Saint Lucia,Enterprise,4518.89,Pending
CUST-1545,Tiffany Humphrey,nancycontreras@example.com,176955874131467,2025-01-13,Brazil,Enterprise,309.21,Pending
CUST-1828,Jillian Warner,tyler31@example.net,8538396274,2023-11-28,Canada,Basic,1471.1,Active
CUST-1423,Cynthia Lewis,garciavictoria@example.org,9563434712,2025-09-13,Grenada,Pro,541.81,Pending
CUST-1299,Shelly Sullivan,No Email Provided,0017582046498931,2024-04-18,United States of America,Pro,2995.47,Pending
CUST-1858,Taylor Kirby,vanessa44@example.com,1554946083851799,2025-03-31,Micronesia,Enterprise,1936.72,Pending
CUST-1632,Jerry Santos,thomas21@example.net,9146940976263,2024-05-31,Peru,Pro,1567.15,Pending
CUST-1698,Jennifer Hoffman,kendrawilliams@example.com,44795489547876,2023-05-29,Puerto Rico,Pro,697.29,Inactive
CUST-1991,Kelly Brown,eharris@example.com,155823336477041,2024-09-30,Nigeria,Pro,2741.04,Inactive
CUST-1570,Melissa Warren,davidcook@example.org,4425576270,2026-02-20,Gabon,Pro,3072.45,Pending
CUST-1364,Jody Bird,michaelmitchell@example.net,0015267831589,2023-12-30,Cameroon,Basic,2246.21,Pending
CUST-1971,Kristen Jackson,george52@example.net,216218575917105,2023-07-16,Netherlands Antilles,Pro,2229.1,Inactive
CUST-1947,Jacob Hardy,No Email Provided,463802955963637,2022-08-01,Nigeria,Enterprise,1512.13,Active
CUST-1870,Teresa Graham,franciscomorrison@example.com,789917045421854,2025-11-21,Aruba,Enterprise,3034.46,Active
CUST-1683,Michael Patrick,russomary@example.com,19739045195,2024-06-11,Holy See (Vatican City State),Enterprise,884.75,Pending
CUST-1777,Michelle Chavez,brandi26@example.net,0013996699648997,2022-06-13,Slovenia,Pro,1462.81,Active
CUST-1508,Elizabeth Miller,ygardner@example.com,8289758575,2023-10-29,Isle of Man,Enterprise,2117.59,Active
CUST-1697,Jeffrey Harrell,qjohnson@example.net,6679932798623,2025-08-03,Jersey,Enterprise,1630.62,Inactive
CUST-1964,Amy Larsen,josephbass@example.com,513908898305748,2023-01-12,Timor-Leste,Basic,877.68,Inactive
CUST-1531,Steven Arnold,alexanderjonathan@example.com,9727322903102,2021-12-06,Saint Barthelemy,Pro,236.16,Inactive
CUST-1940,Kimberly Knapp,kristinaharrison@example.org,681422590956684,2026-06-17,Libyan Arab Jamahiriya,Basic,4201.44,Inactive
CUST-1048,Theodore Murphy,ithompson@example.net,4885424745171,2026-01-09,Saint Kitts and Nevis,Enterprise,3821.71,Pending
CUST-1715,Danielle Thomas,phillipsbrian@example.com,76159458870715,2023-04-10,Madagascar,Enterprise,1860.6,Inactive
CUST-1300,Stacy Rodriguez,steven05@example.com,3819832538,2025-05-30,Sao Tome and Principe,Pro,2223.81,Inactive
CUST-1039,Matthew Morales Dds,gibsonleonard@example.com,7689087603,2024-11-06,Senegal,Basic,806.56,Active
CUST-1310,Justin Page,jamescollier@example.com,15702494787,2025-09-05,Cape Verde,Pro,948.37,Pending
CUST-1770,Yolanda Johnson,cookrobert@example.net,6986036577,2025-11-02,Nepal,Basic,3365.68,Pending
CUST-1925,Tammy Dyer,barnesjames@example.com,804650063553730,2024-07-19,Nicaragua,Basic,4479.22,Active
CUST-1436,Jessica Johnson Dds,nelsonamanda@example.net,15616515542,2021-10-09,Honduras,Basic,3322.24,Active
CUST-1445,Mrs. Katherine Simpson,markduran@example.com,862211022580305,2023-11-23,French Guiana,Enterprise,1543.07,Pending
CUST-1580,Connie Carr,omatthews@example.net,586478055557277,2025-02-01,Equatorial Guinea,Enterprise,4263.27,Inactive
CUST-1261,Michelle Krause,wilsonsteven@example.org,00163936605583034,2023-04-06,Madagascar,Basic,647.25,Active
CUST-1370,Barbara Mayer,No Email Provided,2979189569,2026-01-12,Angola,Basic,440.89,Inactive
CUST-1582,Krystal Perry,potterjustin@example.net,63648269116331,2026-01-18,Seychelles,Pro,4531.27,Active
CUST-1458,Michael Burton,smithbradley@example.net,61856203036625,2026-05-01,Poland,Pro,4446.05,Inactive
CUST-1485,Johnny Ward,peterhenry@example.org,217313665722402,2026-08-08,Guatemala,Basic,1912.16,Inactive
CUST-1491,Dr. Jason Martinez Jr.,brittany39@example.org,20930742608805,2024-01-27,Switzerland,Pro,3326.6,Inactive
CUST-1846,Erik Keller,martinezdennis@example.net,1220575360511716,2025-11-20,Mauritania,Basic,3715.68,Inactive
CUST-1315,Gregory Vazquez,lisapreston@example.net,352840132234232,2025-03-06,Slovenia,Pro,1476.68,Inactive
CUST-1403,Kathy Chan,qhayes@example.org,307401765636004,2023-05-11,San Marino,Basic,1359.07,Active
CUST-1234,Jordan Parsons,bgross@example.net,6937518638782,2023-10-09,Gibraltar,Basic,2554.51,Inactive
CUST-1247,Charlotte Mason,tcastro@example.org,7387457620,2023-07-02,Gabon,Basic,2463.37,Inactive
CUST-1179,Christopher Williams,michael56@example.net,6103022557,2023-08-02,Guam,Basic,3903.18,Active
CUST-1612,John Lucero,mtaylor@example.net,3479742585,2024-03-09,Switzerland,Enterprise,3795.56,Active
CUST-1616,Pamela Baker,ronald08@example.org,6379118425,2023-11-26,Wallis and Futuna,Enterprise,952.28,Active
CUST-1713,Scott Martinez,clarkcarol@example.com,51986664505730,2025-08-07,Sao Tome and Principe,Enterprise,90.48,Active
CUST-1811,Richard Chandler,No Email Provided,3228999362,2025-09-20,Palestinian Territory,Enterprise,4372.02,Active
CUST-1349,Sarah Mills,ashley81@example.org,218366179454918,2025-06-04,Kyrgyz Republic,Basic,2501.88,Active
CUST-1399,David Keller,gibsonmiguel@example.org,9563621286,2023-09-01,United Kingdom,Basic,2368.24,Active
CUST-1769,Christina Robinson,oschneider@example.org,201219875617868,2026-04-13,Cote d'Ivoire,Enterprise,2954.81,Active
CUST-1757,Crystal Graves,castroralph@example.net,0012203828323,2022-12-06,Micronesia,Pro,3539.26,Pending
CUST-1031,Kyle Beard,blackjames@example.org,00156768377701436,2025-01-16,Heard Island and McDonald Islands,Enterprise,4388.02,Inactive
CUST-1321,Diana Reeves,katelyn65@example.com,1496278427114773,2022-03-21,Austria,Pro,3132.04,Inactive
CUST-1233,Danielle Williams,ihansen@example.net,43992855749821,2023-03-15,Estonia,Enterprise,2170.47,Inactive
CUST-1798,Melinda Stevenson,kristine33@example.net,0017159624152,2022-08-12,Western Sahara,Pro,3781.1,Inactive
CUST-1461,Diana Davis,huntercruz@example.com,96756952366878,2023-08-24,Mozambique,Pro,1596.99,Inactive
CUST-1124,Laura Lloyd,michaelgonzalez@example.org,9784596969155,2025-10-16,Romania,Enterprise,2167.05,Active
CUST-1832,Brittany Washington,washingtonashley@example.org,6253623899,2026-09-14,Kiribati,Pro,447.24,Pending
CUST-1239,Steve Smith,jasonedwards@example.net,4886899210752,2023-07-23,Myanmar,Enterprise,2632.65,Pending
CUST-1776,John Estrada,ricklewis@example.net,3916015709085,2023-02-25,Cocos (Keeling) Islands,Pro,3270.17,Inactive
CUST-1614,Kelly Ray,kathleen25@example.com,4298060320203,2023-05-03,Montserrat,Enterprise,916.69,Pending
CUST-1192,Tina Meyer,robertherrera@example.org,2333555439878,2025-01-25,Kiribati,Pro,433.54,Inactive
CUST-1833,Andrea Carson,frederick62@example.org,8702878211,2025-12-05,Panama,Enterprise,708.3,Inactive
CUST-1017,Vanessa Cochran,vjohnson@example.com,534221607337543,2025-01-08,Iran,Enterprise,1001.83,Active
CUST-1096,Stacy Anderson,No Email Provided,727342054932966,2023-09-23,Bhutan,Enterprise,829.29,Pending
CUST-1109,Julia Oconnor,gary87@example.org,15083010062,2025-04-04,Algeria,Enterprise,1362.74,Inactive
CUST-1337,Curtis Torres,rodriguezjohn@example.net,001329865772429543,2023-07-24,India,Pro,4674.53,Pending
CUST-1996,Adam Payne,kbenson@example.org,3007953662,2022-09-15,Mayotte,Enterprise,269.27,Pending
CUST-1812,Angela Turner,joeljackson@example.net,9399835844617,2022-10-25,Sri Lanka,Enterprise,2261.4,Pending
CUST-1161,Jeremiah Baker,anne21@example.org,1558969380686879,2023-03-21,Indonesia,Enterprise,4704.8,Pending
CUST-1241,Felicia Hobbs,hbutler@example.org,00159046048058925,2021-12-22,Saint Martin,Pro,2351.13,Pending
CUST-1569,James Flowers,jennifer95@example.com,1464403816649690,2026-05-03,Turks and Caicos Islands,Pro,3398.0,Active
CUST-1992,Terri Bailey,lcosta@example.net,4625542041,2026-03-13,New Zealand,Enterprise,4482.73,Pending
CUST-1372,Micheal Evans,floresrobert@example.com,8613033993788,2023-01-25,Ghana,Enterprise,758.43,Inactive
CUST-1106,Sarah Davis,brettbennett@example.net,15015398373540,2026-07-14,British Indian Ocean Territory (Chagos Archipelago),Pro,1615.08,Active
CUST-1784,Kelly Wiggins,omay@example.org,6538440777,2022-07-14,Rwanda,Pro,2861.41,Active
CUST-1871,Richard Martinez,davidkane@example.com,6902016356,2024-01-08,Croatia,Basic,4033.02,Pending
CUST-1724,Andrew Smith,kristineprince@example.com,4493498194,2024-01-13,Timor-Leste,Basic,3032.19,Inactive
CUST-1169,Michelle Fletcher,rodney65@example.com,6376489691085,2025-02-22,Liberia,Basic,3311.31,Inactive
CUST-1879,Tammy Bush,nward@example.com,7157623920908,2022-04-04,Lithuania,Enterprise,1641.99,Inactive
CUST-1200,Monica Mcclain,hessbeth@example.net,8085488725,2026-03-07,Namibia,Enterprise,146.68,Pending
CUST-1975,Christopher Wallace,ricky35@example.net,8789018915,2022-08-30,Fiji,Pro,4845.19,Inactive
CUST-1953,Leon Davila,barbara81@example.net,8838180036,2021-10-29,Portugal,Basic,705.91,Active
CUST-1050,Erin Bishop,reidsteven@example.net,86192004711382,2023-07-30,Zambia,Enterprise,2562.93,Active
CUST-1238,Mrs. Heather Edwards Dvm,megan66@example.net,293698368457760,2024-09-13,Maldives,Enterprise,807.31,Active
CUST-1453,Diana Anderson,dayjohn@example.org,16104595518,2023-10-07,New Zealand,Enterprise,2676.26,Inactive
CUST-1324,Mr. Michael Keller,kalvarez@example.net,7642796954,2021-11-11,Aruba,Pro,2218.67,Pending
CUST-1516,Caitlin Davis,portererin@example.com,001933712661094101,2024-10-03,Tajikistan,Basic,428.08,Pending
CUST-1463,Kristen Velazquez,osanchez@example.org,00142122606501917,2022-06-16,Cambodia,Pro,382.31,Active
CUST-1739,Jonathan Rodgers,sjohnson@example.com,3126899151,2025-07-25,Ghana,Basic,2938.44,Active
CUST-1080,Chad Jones,rachelwallace@example.org,1555418844225831,2022-11-27,Lithuania,Basic,998.37,Pending
CUST-1690,Julie Morris,arobinson@example.org,9296087182,2025-03-17,Iceland,Basic,2515.29,Pending
CUST-1775,Heather Roth,ryanrodriguez@example.net,26892938440134,2025-08-16,Guam,Pro,3281.82,Inactive
CUST-1799,Christopher Johnston,oshah@example.net,8587951381,2023-07-21,Zambia,Pro,2933.18,Pending
CUST-1166,John Black,lori82@example.org,98622890233030,2026-04-25,Romania,Enterprise,1645.13,Inactive
CUST-1586,Timothy Morse,david10@example.org,0013777397327,2026-01-31,United States of America,Pro,1217.1,Active
CUST-1131,Jaime Jones,powellkara@example.net,5778590175186,2025-11-05,Lithuania,Pro,3911.58,Inactive
CUST-1887,Angel Lewis,iedwards@example.com,4414784290,2022-10-25,Cyprus,Enterprise,772.32,Inactive
CUST-1694,Cody Gonzalez,angela71@example.net,6964180332,2025-06-16,India,Enterprise,346.57,Inactive
CUST-1361,Terri Miller,richard26@example.org,20269084668455,2026-03-23,New Zealand,Basic,3174.25,Inactive
CUST-1016,Brittany Johnson,brandi26@example.org,8454053315,2026-05-09,Dominica,Enterprise,4432.99,Inactive
CUST-1927,Daniel Evans,castanedachristina@example.net,17896596546634,2026-02-05,Western Sahara,Enterprise,2403.73,Active
CUST-1666,Jonathan Moore,jeremy79@example.net,46652705115794,2024-04-25,Lithuania,Pro,2363.66,Pending
CUST-1127,Jennifer Vasquez,fburns@example.net,9349043842,2024-06-21,Bouvet Island (Bouvetoya),Enterprise,2785.0,Inactive
CUST-1511,Sarah Turner,jennifer07@example.net,0013319102918133,2021-11-05,Madagascar,Pro,4168.53,Inactive
CUST-1325,Jacob Pacheco,hubbardcolleen@example.com,5656565033,2024-09-07,United States Minor Outlying Islands,Pro,651.06,Pending
CUST-1679,Christine Arroyo,dcortez@example.com,12272789431910,2026-01-04,Yemen,Pro,4237.37,Inactive
CUST-1766,Dylan Marks,richardperez@example.net,6586243017646,2024-04-15,Suriname,Basic,1050.24,Pending
CUST-1510,Julia Brown,nelsonvalerie@example.org,491949750198038,2022-05-28,Ukraine,Basic,4016.54,Pending
